rutaImagen,nombreArchivo,clase,extension,tamanoBytes,valida,error,idImagen
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (81).JPG,Corn_Gray_Spot (81).JPG,Bercak Daun,.jpg,15593,True,,554
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (82).JPG,Corn_Gray_Spot (82).JPG,Bercak Daun,.jpg,13638,True,,555
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (83).JPG,Corn_Gray_Spot (83).JPG,Bercak Daun,.jpg,22397,True,,556
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (84).JPG,Corn_Gray_Spot (84).JPG,Bercak Daun,.jpg,13195,True,,557
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (85).JPG,Corn_Gray_Spot (85).JPG,Bercak Daun,.jpg,20394,True,,558
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (86).JPG,Corn_Gray_Spot (86).JPG,Bercak Daun,.jpg,17205,True,,559
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (87).JPG,Corn_Gray_Spot (87).JPG,Bercak Daun,.jpg,20158,True,,560
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (88).JPG,Corn_Gray_Spot (88).JPG,Bercak Daun,.jpg,14371,True,,561
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (89).JPG,Corn_Gray_Spot (89).JPG,Bercak Daun,.jpg,16221,True,,562
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (9).jpg,Corn_Gray_Spot (9).jpg,Bercak Daun,.jpg,177599,True,,563
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (90).JPG,Corn_Gray_Spot (90).JPG,Bercak Daun,.jpg,14266,True,,564
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (91).JPG,Corn_Gray_Spot (91).JPG,Bercak Daun,.jpg,14375,True,,565
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (92).JPG,Corn_Gray_Spot (92).JPG,Bercak Daun,.jpg,14057,True,,566
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (93).JPG,Corn_Gray_Spot (93).JPG,Bercak Daun,.jpg,16039,True,,567
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (94).JPG,Corn_Gray_Spot (94).JPG,Bercak Daun,.jpg,17551,True,,568
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (95).JPG,Corn_Gray_Spot (95).JPG,Bercak Daun,.jpg,18743,True,,569
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (96).JPG,Corn_Gray_Spot (96).JPG,Bercak Daun,.jpg,21844,True,,570
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (97).JPG,Corn_Gray_Spot (97).JPG,Bercak Daun,.jpg,20139,True,,571
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (98).jpg,Corn_Gray_Spot (98).jpg,Bercak Daun,.jpg,13419,True,,572
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (99).JPG,Corn_Gray_Spot (99).JPG,Bercak Daun,.jpg,18450,True,,573
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (149).JPG,augmented_Corn_Gray_Spot (149).JPG,Bercak Daun,.jpg,18981,True,,574
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (150).JPG,augmented_Corn_Gray_Spot (150).JPG,Bercak Daun,.jpg,18723,True,,575
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (151).jpg,augmented_Corn_Gray_Spot (151).jpg,Bercak Daun,.jpg,16834,True,,576
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (152).JPG,augmented_Corn_Gray_Spot (152).JPG,Bercak Daun,.jpg,17836,True,,577
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (153).JPG,augmented_Corn_Gray_Spot (153).JPG,Bercak Daun,.jpg,18815,True,,578
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (154).JPG,augmented_Corn_Gray_Spot (154).JPG,Bercak Daun,.jpg,18017,True,,579
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (155).JPG,augmented_Corn_Gray_Spot (155).JPG,Bercak Daun,.jpg,16431,True,,580
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (156).JPG,augmented_Corn_Gray_Spot (156).JPG,Bercak Daun,.jpg,16084,True,,581
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (157).jpg,augmented_Corn_Gray_Spot (157).jpg,Bercak Daun,.jpg,9496,True,,582
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (158).JPG,augmented_Corn_Gray_Spot (158).JPG,Bercak Daun,.jpg,15371,True,,583
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (159).JPG,augmented_Corn_Gray_Spot (159).JPG,Bercak Daun,.jpg,19407,True,,584
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (160).JPG,augmented_Corn_Gray_Spot (160).JPG,Bercak Daun,.jpg,13369,True,,585
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (161).JPG,augmented_Corn_Gray_Spot (161).JPG,Bercak Daun,.jpg,17555,True,,586
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (162).JPG,augmented_Corn_Gray_Spot (162).JPG,Bercak Daun,.jpg,15889,True,,587
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (163).JPG,augmented_Corn_Gray_Spot (163).JPG,Bercak Daun,.jpg,22167,True,,588
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (164).JPG,augmented_Corn_Gray_Spot (164).JPG,Bercak Daun,.jpg,15016,True,,589
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (165).JPG,augmented_Corn_Gray_Spot (165).JPG,Bercak Daun,.jpg,17205,True,,590
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (166).JPG,augmented_Corn_Gray_Spot (166).JPG,Bercak Daun,.jpg,20386,True,,591
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (167).JPG,augmented_Corn_Gray_Spot (167).JPG,Bercak Daun,.jpg,15601,True,,592
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (168).JPG,augmented_Corn_Gray_Spot (168).JPG,Bercak Daun,.jpg,16877,True,,593
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (169).JPG,augmented_Corn_Gray_Spot (169).JPG,Bercak Daun,.jpg,15181,True,,594
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (170).JPG,augmented_Corn_Gray_Spot (170).JPG,Bercak Daun,.jpg,15743,True,,595
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (171).JPG,augmented_Corn_Gray_Spot (171).JPG,Bercak Daun,.jpg,9196,True,,596
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (172).JPG,augmented_Corn_Gray_Spot (172).JPG,Bercak Daun,.jpg,14438,True,,597
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (173).JPG,augmented_Corn_Gray_Spot (173).JPG,Bercak Daun,.jpg,21851,True,,598
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (174).jpg,augmented_Corn_Gray_Spot (174).jpg,Bercak Daun,.jpg,20011,True,,599
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (175).jpg,augmented_Corn_Gray_Spot (175).jpg,Bercak Daun,.jpg,14900,True,,600
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (176).JPG,augmented_Corn_Gray_Spot (176).JPG,Bercak Daun,.jpg,22747,True,,601
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (177).JPG,augmented_Corn_Gray_Spot (177).JPG,Bercak Daun,.jpg,15792,True,,602
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (178).JPG,augmented_Corn_Gray_Spot (178).JPG,Bercak Daun,.jpg,16575,True,,603
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (179).JPG,augmented_Corn_Gray_Spot (179).JPG,Bercak Daun,.jpg,19982,True,,604
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (180).JPG,augmented_Corn_Gray_Spot (180).JPG,Bercak Daun,.jpg,12016,True,,605
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (181).JPG,augmented_Corn_Gray_Spot (181).JPG,Bercak Daun,.jpg,17114,True,,606
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (182).JPG,augmented_Corn_Gray_Spot (182).JPG,Bercak Daun,.jpg,16872,True,,607
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (183).JPG,augmented_Corn_Gray_Spot (183).JPG,Bercak Daun,.jpg,14862,True,,608
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (184).JPG,augmented_Corn_Gray_Spot (184).JPG,Bercak Daun,.jpg,13278,True,,609
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (185).JPG,augmented_Corn_Gray_Spot (185).JPG,Bercak Daun,.jpg,13686,True,,610
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (186).JPG,augmented_Corn_Gray_Spot (186).JPG,Bercak Daun,.jpg,16052,True,,611
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (187).JPG,augmented_Corn_Gray_Spot (187).JPG,Bercak Daun,.jpg,12890,True,,612
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (188).JPG,augmented_Corn_Gray_Spot (188).JPG,Bercak Daun,.jpg,17669,True,,613
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (189).JPG,augmented_Corn_Gray_Spot (189).JPG,Bercak Daun,.jpg,19406,True,,614
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (190).JPG,augmented_Corn_Gray_Spot (190).JPG,Bercak Daun,.jpg,20390,True,,615
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (191).JPG,augmented_Corn_Gray_Spot (191).JPG,Bercak Daun,.jpg,14093,True,,616
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (192).JPG,augmented_Corn_Gray_Spot (192).JPG,Bercak Daun,.jpg,17679,True,,617
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (193).JPG,augmented_Corn_Gray_Spot (193).JPG,Bercak Daun,.jpg,14354,True,,618
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (194).JPG,augmented_Corn_Gray_Spot (194).JPG,Bercak Daun,.jpg,13359,True,,619
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (195).JPG,augmented_Corn_Gray_Spot (195).JPG,Bercak Daun,.jpg,19322,True,,620
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (196).JPG,augmented_Corn_Gray_Spot (196).JPG,Bercak Daun,.jpg,18114,True,,621
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (197).JPG,augmented_Corn_Gray_Spot (197).JPG,Bercak Daun,.jpg,18279,True,,622
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (198).JPG,augmented_Corn_Gray_Spot (198).JPG,Bercak Daun,.jpg,11835,True,,623
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (199).JPG,augmented_Corn_Gray_Spot (199).JPG,Bercak Daun,.jpg,12520,True,,624
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (200).JPG,augmented_Corn_Gray_Spot (200).JPG,Bercak Daun,.jpg,18000,True,,625
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (201).JPG,augmented_Corn_Gray_Spot (201).JPG,Bercak Daun,.jpg,16647,True,,626
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (202).JPG,augmented_Corn_Gray_Spot (202).JPG,Bercak Daun,.jpg,20967,True,,627
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (203).JPG,augmented_Corn_Gray_Spot (203).JPG,Bercak Daun,.jpg,15467,True,,628
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (204).JPG,augmented_Corn_Gray_Spot (204).JPG,Bercak Daun,.jpg,20026,True,,629
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (205).JPG,augmented_Corn_Gray_Spot (205).JPG,Bercak Daun,.jpg,12355,True,,630
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (206).JPG,augmented_Corn_Gray_Spot (206).JPG,Bercak Daun,.jpg,11591,True,,631
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (207).JPG,augmented_Corn_Gray_Spot (207).JPG,Bercak Daun,.jpg,16192,True,,632
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (208).JPG,augmented_Corn_Gray_Spot (208).JPG,Bercak Daun,.jpg,22271,True,,633
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (209).jpg,augmented_Corn_Gray_Spot (209).jpg,Bercak Daun,.jpg,13499,True,,634
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (210).JPG,augmented_Corn_Gray_Spot (210).JPG,Bercak Daun,.jpg,13816,True,,635
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (211).JPG,augmented_Corn_Gray_Spot (211).JPG,Bercak Daun,.jpg,14833,True,,636
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (212).JPG,augmented_Corn_Gray_Spot (212).JPG,Bercak Daun,.jpg,14900,True,,637
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (213).jpg,augmented_Corn_Gray_Spot (213).jpg,Bercak Daun,.jpg,15267,True,,638
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (214).JPG,augmented_Corn_Gray_Spot (214).JPG,Bercak Daun,.jpg,14583,True,,639
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (215).jpg,augmented_Corn_Gray_Spot (215).jpg,Bercak Daun,.jpg,14013,True,,640
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (216).jpg,augmented_Corn_Gray_Spot (216).jpg,Bercak Daun,.jpg,16124,True,,641
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (217).JPG,augmented_Corn_Gray_Spot (217).JPG,Bercak Daun,.jpg,15960,True,,642
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (218).JPG,augmented_Corn_Gray_Spot (218).JPG,Bercak Daun,.jpg,15997,True,,643
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (219).JPG,augmented_Corn_Gray_Spot (219).JPG,Bercak Daun,.jpg,18129,True,,644
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (220).JPG,augmented_Corn_Gray_Spot (220).JPG,Bercak Daun,.jpg,18181,True,,645
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (221).JPG,augmented_Corn_Gray_Spot (221).JPG,Bercak Daun,.jpg,15361,True,,646
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (222).JPG,augmented_Corn_Gray_Spot (222).JPG,Bercak Daun,.jpg,10764,True,,647
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (223).jpg,augmented_Corn_Gray_Spot (223).jpg,Bercak Daun,.jpg,14327,True,,648
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (224).JPG,augmented_Corn_Gray_Spot (224).JPG,Bercak Daun,.jpg,16168,True,,649
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (225).jpg,augmented_Corn_Gray_Spot (225).jpg,Bercak Daun,.jpg,13167,True,,650
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (226).JPG,augmented_Corn_Gray_Spot (226).JPG,Bercak Daun,.jpg,21153,True,,651
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (227).JPG,augmented_Corn_Gray_Spot (227).JPG,Bercak Daun,.jpg,12675,True,,652
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (228).JPG,augmented_Corn_Gray_Spot (228).JPG,Bercak Daun,.jpg,19381,True,,653
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (229).JPG,augmented_Corn_Gray_Spot (229).JPG,Bercak Daun,.jpg,12162,True,,654
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (230).JPG,augmented_Corn_Gray_Spot (230).JPG,Bercak Daun,.jpg,19843,True,,655
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (231).JPG,augmented_Corn_Gray_Spot (231).JPG,Bercak Daun,.jpg,14828,True,,656
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (232).JPG,augmented_Corn_Gray_Spot (232).JPG,Bercak Daun,.jpg,16804,True,,657
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (233).JPG,augmented_Corn_Gray_Spot (233).JPG,Bercak Daun,.jpg,17146,True,,658
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (234).JPG,augmented_Corn_Gray_Spot (234).JPG,Bercak Daun,.jpg,19708,True,,659
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (235).JPG,augmented_Corn_Gray_Spot (235).JPG,Bercak Daun,.jpg,18328,True,,660
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (236).JPG,augmented_Corn_Gray_Spot (236).JPG,Bercak Daun,.jpg,17275,True,,661
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (237).JPG,augmented_Corn_Gray_Spot (237).JPG,Bercak Daun,.jpg,16602,True,,662
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (238).JPG,augmented_Corn_Gray_Spot (238).JPG,Bercak Daun,.jpg,14348,True,,663
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (239).JPG,augmented_Corn_Gray_Spot (239).JPG,Bercak Daun,.jpg,13650,True,,664
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (240).JPG,augmented_Corn_Gray_Spot (240).JPG,Bercak Daun,.jpg,12740,True,,665
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (241).JPG,augmented_Corn_Gray_Spot (241).JPG,Bercak Daun,.jpg,20960,True,,666
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (242).JPG,augmented_Corn_Gray_Spot (242).JPG,Bercak Daun,.jpg,16956,True,,667
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (243).JPG,augmented_Corn_Gray_Spot (243).JPG,Bercak Daun,.jpg,14117,True,,668
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (244).JPG,augmented_Corn_Gray_Spot (244).JPG,Bercak Daun,.jpg,15621,True,,669
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (245).JPG,augmented_Corn_Gray_Spot (245).JPG,Bercak Daun,.jpg,17825,True,,670
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (246).JPG,augmented_Corn_Gray_Spot (246).JPG,Bercak Daun,.jpg,15726,True,,671
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (247).JPG,augmented_Corn_Gray_Spot (247).JPG,Bercak Daun,.jpg,22684,True,,672
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (248).JPG,augmented_Corn_Gray_Spot (248).JPG,Bercak Daun,.jpg,16395,True,,673
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (249).JPG,augmented_Corn_Gray_Spot (249).JPG,Bercak Daun,.jpg,12667,True,,674
C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\augmented_Corn_Gray_Spot (250).JPG,augmented_Corn_Gray_Spot (250).JPG,Bercak Daun,.jpg,16425,True,,675
